5.5,254.29
5,122
6.1667,705.17
8.1667,507.17
9.5,910.5
12,85
14.125,902.13
23.5,448.5
26.833,715.83
28,427.5
31,100
31,967
35.143,234.93
40.5,539.5
52.286,894.57
58,153
67,894
70,857
74.5,1018.5
80,572
79.875,610.13
81,185
83,108.5
84.333,218.67
99,479.5
104.5,490
107.5,706.5
109,548.29
114.5,606.5
115,571
118,879
136.82,259.68
152.5,887.5
163.5,224
169.5,519.5
172,602.5
179,553.2
184.5,865.5
200.88,536.13
206,211
209,93
211.2,510.4
211.33,194.33
218.5,973
220.58,219.42
224.23,305.63
223.17,824.83
225.78,16.913
232.5,171
233.5,388.5
238.5,499.5
243,92
245,29
248.5,977.5
255.5,947
257.5,337.5
262.53,226.53
275.22,86.5
298,479
297.5,620.5
300,569
302.17,291.17
304,341.5
304.88,647.13
306.6,537.8
308,329
309.5,946.5
312,589.5
314,418.5
315.5,537
330.89,864.95
330.22,103.5
348.33,564.89
355.67,668.33
356.5,1025.5
363,140
366.5,447.5
367.5,568.5
374,444
379,935
380.5,813.5
381.88,503.13
385.4,510.8
388.5,157
389.67,545.33
390.5,752
394.5,167.5
402.88,562.13
417.67,497.67
418.5,439
424,560
426.5,188
426,1032
430,958
434.5,932
435,119
436.5,487
437,1007.5
439.5,542.5
441.83,200.17
441.5,559.5
442.5,520
446,205.5
451.17,190.83
452.5,57.5
455.5,558.5
462,543.5
469,157.5
478.17,493.83
482.88,704.13
483,905
484,182
487.8,470.6
505.8,820.6
510.5,395.5
511.5,546.71
511.5,472.5
512.33,493.67
526,14
544.8,36.6
546.25,592
547.56,915.25
553.5,316.5
559.5,298.5
562,836
594.5,327.5
595.5,662.5
596.5,260.5
602,500.29
613.67,507.67
624.67,290.67
627.5,812.5
636.6,429.4
643.5,95.5
647.5,51.5
647.5,74
655.5,22
659,73
661.06,395.41
661.89,21.333
665,895
680.6,427.8
684.5,91.5
696,440
710.33,992.33
711,592
714.5,65
724.5,420.5
726,47
726,1
726.5,96
730.55,96.364
741.29,224.57
760.5,54
771.5,121
775,62.75
778,37
777,54
777.5,1004.5
778.5,357.5
793.5,835
796.5,11
802.09,16.364
803,389.5
810,353.5
811,248
829.67,352.33
840.88,112.13
841.5,336.5
842,501
845.5,324.5
847,42
846.88,56.875
858.6,415.2
860.4,67.2
865,310.5
871.5,146.5
871.5,334
873,69
876,310
883.8,294.4
884.64,304.09
886,327.71
901.5,88.5
905.67,500.33
909.5,244.5
918.5,1033.5
924.13,276.88
926.67,487.67
928.08,749.92
931,80.5
941,290.5
944.29,85
943.8,168.6
945,295
948.5,1007.5
958,78.5
957.5,158.5
963.5,987.5
980.83,281.83
1000,114
1005.7,405.33
1008.2,121.17
1035.3,656.33
1036,985.5
1049.1,340.93
1048,729
1051.5,224.5
1053.5,551.13
1062.5,154.5
1066.7,159.33
1068.1,110.36
1068,297
1068,602
1070.5,126.8
1074.5,614
1080.5,491
1087,825.5
1090.4,633.12
1090,134
1098.7,91
1098.5,438
1101,472
1106.5,233.5
1111.1,151.13
1110.5,1016
1115.5,196.5
1120.6,1002.3
1123.3,229.18
1132.5,164.5
1136,39
1146,910
1151.5,295.5
1152.5,375.5
1172.2,224.36
1171.1,377.88
1174.6,333.12
1176.5,949.5
1179.1,688.76
1178.5,186
1180.5,191.5
1189,85
1195,224.5
1196,210.29
1209,464.1
1207,183
1213.3,959.5
1214.5,850.2
1215,1014
1216.5,63
1223.2,970.4
1229.9,239.13
1230.6,423.8
1231.7,212.33
1233.8,432.83
1235,241.25
1238.1,102.13
1238.7,348.5
1238.4,802.62
1237,844
1248,507
1250.5,352.2
1252,1011
1255.7,223.33
1257,361
1257.5,871
1257.8,930.6
1260.3,296.67
1261.5,949
1265,920.5
1273,467
1273.5,566.5
1276,649
1279.5,212.5
1280.8,234.5
1283,355
1288,174.5
1287.5,572.5
1294.5,243.5
1296,214.5
1299.5,521.5
1306.5,408.5
1306.5,886.5
1310.8,891.5
1310.8,264.44
1316.5,268
1321.5,999.5
1326.1,290.88
1333,242
1333,376
1335,682.5
1339,367
1343.2,193.5
1346,629.5
1360.3,201
1362.5,609.5
1370.4,379.09
1385.1,886.07
