1.6667,142.33
11.227,33.045
11.889,22.889
24.5,924
30.742,4.3226
64.333,494.22
66,440
72.167,427.17
73.091,81.364
76.5,608
86,352.5
92.531,147.66
91.875,203.13
104.79,234.64
121,298
132.64,244.91
141.33,634.67
157.5,29
167.5,170.5
174,634.5
176.5,154.5
178,86
178.5,593.5
184,285
208,328
211.19,186.31
221.2,370
221,642
229.5,292.5
232.5,303.5
244.13,325.88
246.5,373.5
254.71,725
255.5,892.5
261.5,884.5
267.2,228.4
278.91,257.64
281.5,670
290,457
290.5,510.2
290.5,691
292,858.5
292.67,249.33
296.8,416.5
311.5,294.4
312.88,636.13
314.3,287.7
321.88,265.13
323.5,245.8
330.83,1035.2
331.5,838.5
343,291
342.5,864.5
345.13,95.125
348,217
347.4,68.2
350.5,280.5
361,66
363.8,370.4
367.89,146.89
367.29,374.57
373.5,246
377.5,256
383.5,846.5
386.5,909.5
391,308
395,150
409.5,500
412.5,586.5
432.5,601.5
440.5,697.5
460.13,688.13
467.67,683.33
475.67,32.667
487.8,688.85
488,437
491.2,454.4
492.5,248
506,269
508.88,997.59
513.88,13.125
516,193.88
520.15,99.538
519.5,846.5
525,845
532.17,189.83
533.14,596.07
537.67,27.667
542,759
550.2,181.4
559.6,38.8
563,831
564.5,153.5
570,955
591,384
588,412
593.2,790.4
596,279.75
596.5,800
598.5,860.5
608,795
608.5,1035.5
610,838.5
611,885.5
623,545
626.5,333
636.67,614.67
640.2,88.4
655.68,178.86
653,853.5
657.06,912.69
659.36,315.91
665.5,784.5
671,991
686.5,783.5
693.27,342.6
692,278
696.5,631
699.5,648.5
708,559.71
712.13,153.22
716.5,128.5
719.36,729.55
753,515
756.5,55.5
758.4,909.2
762.13,940.88
772.5,39.5
776.5,91.5
785.5,185
787.46,577.64
789.5,970
798.13,648.88
800.31,982.88
800.5,1037.5
802,806
807.81,762.74
816.5,33.5
817.5,760.5
831,357
832.88,1010.1
843,104
843.62,724.62
846,790.5
859,495
867.5,684.5
870.69,727
888.5,784.5
892.29,768
893.5,913
910.14,456.5
921,652
938.6,108.8
940.13,234.88
942,956
946.6,643.4
948.29,947
953.5,904.5
956.5,892.5
960,969.5
962.17,899.83
964.5,958.5
967,146
968.5,843
969.5,768.5
972.52,675.04
979.88,929.13
981.5,526.5
982.5,556.5
983,218
986.88,28.125
990.8,205.4
998.5,154.5
1000.6,594.45
1016.6,955.64
1024.5,91
1035,516
1046.2,932.63
1045,72
1051.5,325
1068.5,485
1080.7,110.91
1081.9,237.56
1086.2,687.57
1093.6,313.05
1091,569.5
1109.5,318.5
1125.5,8.5
1130,396
1132.2,95.6
1134,40
1147.5,71.8
1148.9,276.13
1148.5,751.5
1152,100
1152.7,699.33
1154,672.5
1157.2,598.8
1157.5,857
1162,96
1162,853.5
1166.6,477.8
1175.2,652.4
1176.5,186.8
1176.5,767.5
1193,783.29
1193.5,641.5
1196,176
1198.5,742.5
1206.7,173.67
1207.9,319.13
1209,686
1210.7,442.67
1212.7,506.67
1213.5,576
1219.2,437.44
1224.9,499.38
1219.5,876.5
1223.5,516.5
1224.5,85.5
1224.5,275.5
1227.6,176.57
1232,538.5
1236.3,495
1236.5,311
1236,391.5
1239,554.5
1238.8,565.6
1241.5,67.2
1242,401
1247.3,538.13
1249.2,64.4
1252.4,334.09
1255.5,1013.5
1258,218
1262.2,571.83
1265,274
1268.7,296.8
1268,920.29
1270.2,351.17
1271,5
1288.5,552.5
1296.3,740.21
1307,543.71
1313,53.75
1312.5,1025.5
1317,55.5
1322.4,257.09
1324.6,224.86
1327.7,61.429
1326.5,321.5
1330,515
1333,43
1334.5,663
1337.5,83
1337.5,26.5
1343,41
1347.5,52.5
1351,299.29
1356,67
1359.1,557.88
1359.5,794.5
1365.5,393.71
1375.5,1040
1387,433
