1,424.5
2.1667,463.17
4.5,547
5.5,580
12,631
12.5,16.5
15.125,61.875
20.333,116.73
20.2,85
27.467,537.13
32.118,59.588
42.45,532.05
44.308,474
44.333,84.667
53,92.75
52,548.5
56.211,159
70,490
72.5,476.5
72,1038
73,1002
80,40
79.5,1007.5
91,66
92.5,1009.5
97,926.71
118.88,662.88
124.31,1019.6
127,862
130.4,880.95
130.2,140.5
135.5,790.5
136,541.5
138.4,725.96
138,164
140.88,704.13
145.33,116.67
145,165.5
148.5,626.5
152.89,557.78
156,168.5
159.88,171.76
159.5,164.5
159.5,421.5
163,16.5
163,582
175.88,151.13
179.88,81.875
181.75,548
187,154.15
191.33,33.667
192.5,698
195,22.286
196.09,117.13
194,555
199.5,585
199,75
202.17,131.17
202,158.29
202,589
203,632.5
205,114.71
209.5,108.5
209.8,160.6
213.5,502.5
218.11,640.67
224.6,554.23
229.5,74.5
236.5,395.5
239,146
240,727
242,791
240.5,913
243,143
242.33,554.33
247.45,935.64
251.47,243.26
252,159.5
256.5,813.5
259.5,151
263.13,187.88
266,472.5
266.67,114.33
268.5,322.2
269,678
271,158.5
273.5,758.5
277.33,186.33
277.5,782.5
281,712.71
284.1,216.9
284,701.5
289,378
299.93,319.37
298,429
300.62,704.62
305.83,224.83
305.33,710.33
306.88,246.13
309.69,1020.3
311.88,969.13
318.13,310.13
320,137.71
326.5,273
328.23,584.14
332.17,697.83
331.8,1012.6
337,258
342.67,720.67
344.67,737.33
346.5,691.5
346,818
349,670
351.88,677.88
352,33
353,511.5
357.29,575
356,603
357.67,223.33
358.5,711.5
360,750
359,275
363.17,736.17
366.42,114.55
366.88,730.88
368,710
378.72,692.32
376,218.5
378.5,753.29
384,845
386,972
395.94,668.31
399.22,346.5
397,787
402.5,430
402.36,570.09
402.5,317
403.47,708.63
403.5,696
407,916.8
411.16,762.19
411.82,19.647
409,705
411,348.5
415,564
414.88,358.88
414.5,589.5
415,769
419.2,392.6
420.5,799
422.89,735.58
430.17,721.17
437.5,376.5
439.8,628.4
441,652.25
441.67,657.33
452.5,359.5
458,922
459.5,710.5
460.67,25.333
460.5,566.5
460.5,677.5
463.13,673.88
469.13,355.88
469,85
473,616
477,746.5
482,922.5
484.58,636.75
485.67,88.667
485,135
488.65,936.42
488,623
489.71,680.43
492.29,160.29
490,724.5
492.4,67.2
494,20
497.8,606.6
502.2,19.2
503.45,169.64
510.5,355.5
511.4,689.2
513,598
514,64
519,648
520.5,791.5
525.6,26.8
526,622
530.83,715.83
533.17,12.167
533.5,210.5
536.78,899.67
537.33,947.33
539,926
542.88,188.88
547,634
550,626.5
554,251
556.5,32
559.5,612.5
559,674.5
568.67,48.889
569.5,621
574,10.5
576,428.5
580.5,873
588,23.5
588.4,665.8
588.5,704
591,691
592.17,623.17
598.5,410.5
602,626.29
604.5,595.5
605,51
609.36,679.09
620,682
620,687
621,123
629.2,634.4
630.5,103.5
638.13,384.88
637.67,875.33
639.17,86.167
643.2,148.4
643,601.5
644.5,619
649,107
651.5,844.5
657.5,300.5
657,413
660,689
661,612.5
661.5,641
664,468
665,381
664,569
664.4,865.8
665.88,705.88
666.88,568.13
668.62,779.62
668.5,181
670.5,453
673,587.5
675,648.5
676.5,288
678.67,370.33
680.93,492.86
679.71,771
682.4,151.4
681,753.5
685.5,445.5
685.67,393.33
686.5,772
689,741
688,550
690.5,585.5
694.09,464.36
693.5,590.5
