60.125,578.88
63.125,335.13
62.875,798.13
77,347
78.714,563
79.5,907.5
84.2,874.4
87.8,115
88,907
91.5,48.5
99,107
101.33,826.33
112,188
129.67,410.11
133.88,699.13
134,90
136.67,823.33
138.8,216.6
139,801.29
141,162
141,505.5
144.5,553
144.5,563
153.5,481
153.67,485.67
158.67,494.33
167.5,564
170.33,474.67
176.5,262
177,284
184.5,622
193,312
194.13,276.88
203,268
205,79
221.5,288.5
250.88,528.13
253.88,103.13
255,94.5
259.86,600.07
260.5,571
270,515
283.33,508.89
291,550
296.45,87.071
317.5,532.5
333,326.5
353.67,346.33
360.5,293.5
411,348
414.33,306.89
475.88,273.88
490.88,608.88
523,405
533.5,232.5
539,217
553.5,249
565.13,211.13
569.13,291.88
580.75,63
584,232
588.6,113.8
645.8,514.6
654,97
660.5,59.5
750.67,845.33
753,790
761.5,819
781,702
801,811
806.8,733.4
810.33,681.67
810.5,837.5
822,676
854.44,806
855,779
874.33,790.67
958,426
1137.6,895.8
1210.3,141.33
1213.7,179
1221.7,117.78
1226.5,161.5
1247.3,753.67
1253,727.71
1257.5,142
1275.1,125.13
1327,463
1328,133
1331,142.75
