42,43.714
57.5,55
86.5,553.5
115,37
135.5,232
141.5,273
143.67,218.67
148,260.5
149.88,221.13
160.13,222.88
173.5,381.71
178,387
187,803.5
191,758
196.5,52
198,213.5
200,210.5
208.83,713.83
212,45
214.5,836
218.5,736
219.67,757.33
228.88,584.88
230,578
234.13,498.13
238.13,580.88
240.29,365
247.5,847
251.5,362
253.5,806.5
260.67,761.71
271,833.5
309.93,668.2
319.25,507
320,749.5
326.92,734.15
327.17,692.17
327.5,753
328.5,505.5
333.18,635
340.5,657.5
343,587
345.5,765
357,606.5
356.5,736
357.5,52.5
360.45,434.64
392.5,428
400.56,396.67
407.33,418.89
411.5,724.5
417,418
428.5,404
429.8,396.4
445,376
464.83,705.83
468,681.5
471.57,370.86
486.13,672.88
488,377
513.17,366.83
516.57,352.29
516.5,387.5
520.6,341.4
524,45
546.6,399.8
551.67,729.33
553.5,417.2
568.5,489.5
572,506
576.13,535.88
576,68
576.88,358.13
601.5,62.5
606.6,393.8
607,908.8
614.5,375
622,67
622,413
627.5,96
628,112.5
629,324
640,358
647.67,90.333
655.5,444.5
657.88,397.88
659.13,913.88
663.5,132.5
669.13,317.88
680.13,346.88
698.83,424.92
712.2,473.3
715,370.5
723.75,391
723.5,319
730.62,444.62
733.5,378.5
736.33,417.33
747,368
752.21,384.61
787,402
790.5,584
803.5,524.5
808.82,531.45
808.8,392.6
814,408.5
819.75,461
819.5,557.5
828.5,540
830.5,321.5
835.5,559.5
848,231
850.5,309.5
860.5,512.5
870.71,241.41
869,158
884.5,175
885,368
890.23,555.85
899,245.5
908.5,227
912.5,176.5
921,117
949.22,980.94
955.83,990.17
963.5,475.5
980,467
1020,227
1024.5,969.5
1028.3,460.67
1029.3,970.67
1032.5,410
1033.5,476.5
1037.5,255
1048.5,229.5
1054,287
1058.5,390
1073,426.75
1076.4,471.8
1079,299.5
1080.5,468.5
1082.5,447.5
1084.5,232
1087,330
1088.5,353.5
1091,466
1094.8,393.83
1095,391
1098.2,451.95
1108.6,423.2
1118.2,299.5
1123,307.5
1124.3,442.82
1124.5,367.5
1136.8,225.95
1135.5,363.5
1135.8,294.17
1137.5,249.5
1142.5,324
1145.4,395.38
1148,234
1150.8,265.83
1157.9,331.25
1161.3,371.96
1161.5,224.5
1164.5,219.5
1177,290
1235.5,632.5
1245,947
1252.4,617.8
1257.2,512.1
1264.9,936.88
1275.3,577.17
1286.5,548.5
1288.2,441.4
1289.5,552.5
1298,256.5
1309.9,401.13
1335.5,255
1336.5,339.5
1345,817.5
1348.5,445.5
1358.9,238.88
