55.5,114.5
83.2,350
84.833,313.17
98.8,543.4
108,595
112.67,711.33
141.5,560
143.2,262.4
167.5,491.5
167,577
173.5,477
174.63,542.13
176.03,691.41
188.5,239
203.88,205.13
208.18,434.27
213.64,228.45
217.5,466.27
220.91,144.64
222.2,427.6
231,521.5
249,686.25
258.5,414.5
261,136
277.67,133.33
283.13,413.13
282.5,619
292,446.38
294.5,640.5
300.88,408.13
304.33,629.67
314,495.5
315.5,617.5
351.36,417.09
358.5,633.5
360,493
363.67,523.33
374.4,517.07
384.5,387.5
390.2,331.4
395.5,402.5
396.5,405
400.5,187.5
412.7,473.8
414.5,384.5
422.67,474.89
425.32,368.16
446.57,391.74
459.5,508.5
466.97,277.97
466.2,402.4
474.5,407
475,404
476,360.5
498.36,562.91
500,268
502,291.5
510.8,331.6
517.6,386.2
534.5,237.5
535.5,70.5
541.8,724.4
549.88,523.13
553.88,207.88
557.5,676.5
558.5,543
559,756
564.8,163.6
569.64,536.91
575.5,98.5
577.5,278.5
579.2,120.6
579,669
580,522.5
593.64,715.91
600.64,264.09
618,682
624.2,521.4
653.88,233.88
659,201
686.17,892.92
686,312.5
690.5,785
693,456
713.5,475.8
717,867
721,403
727.17,848.17
731.31,419
732,257.5
736.59,306.07
750.5,830.5
754.5,473.5
757.5,569
763,265
767.5,322.5
767.5,334.5
778,538.5
781.77,446.23
790.33,537.67
796.44,308.33
801.88,593.88
809.17,580.17
810,477
811,352
812.13,314.88
820.88,254.13
834.5,411.5
836,525
840.5,257.5
848.89,906.33
854,423.5
859.71,332
862,468
868.5,921.5
874,808
875.5,354.5
896.67,855.33
902.35,399
902.83,478.33
905.71,805.5
906.5,353.5
909.31,450
908,468
911.36,415.55
919.13,473.13
919,420
923.67,451.33
939,830.5
941.36,646.09
950.5,70.5
953.83,64.167
956.17,621.17
958,636
961.62,881.62
969.2,885.4
972,433
983.8,904.6
990.13,626.88
991.17,833.17
995,400
1008.2,843.09
1083.8,320.5
1085.5,1008.5
1090,324
1095.5,299.75
1099.9,313.13
1104,385
1120,383
1124.5,297
1145,312
1149.3,320.06
1158.5,379
1162.3,315.57
1166,240.5
1174,303.5
1174.3,283.67
1174.9,370.13
1181.6,433.62
1206.5,178
1209.5,321.8
1213.5,56.5
1213.7,456.33
1220.1,580.88
1222.7,328.93
1233.5,214.5
1234.9,538.13
1238.9,114.88
1239.3,248.67
1243.8,70.5
1256.5,490.5
1259,139
1261.5,302.96
1262.2,397.17
1264.2,767.15
1266,326
1267.8,106.6
1272.2,94.774
1278,702
1282.1,416.13
1293.9,306.96
1300.3,438.96
1298.2,455.6
1298.4,479.8
1298.9,740.13
1307.3,444.33
1316.8,115.42
1319.1,673.24
1320.3,700.73
1322.8,425.83
1325.5,388.5
1328,482.5
1330.5,476
1341.8,54.6
1344.7,75.421
1344,84
1348.5,496
1357,443
